Application_ID,Gender,Age,Education,Marital_Status,Employment_Type,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Debt,Approval_Status,Application_Date,EMI
APP107556,Male,36.0,Graduate,Single,Salaried,103076.0,1565221.0,60.0,383.0,483554.0,Rejected,2021-07-20,33256.32057001613
APP107557,Male,61.0,Graduate,Single,Self-Employed,89418.0,1349371.0,72.0,788.0,496944.0,Approved,2021-06-26,24998.22824532925
APP107558,Female,50.0,Graduate,Married,Self-Employed,121052.0,1806972.0,48.0,414.0,442510.0,Rejected,2018-01-16,45829.47811425213
APP107559,Female,55.0,Not Graduate,Married,Self-Employed,74440.0,1139120.0,12.0,573.0,110084.0,Approved,2018-08-22,100146.74546144884
APP107560,Female,20.0,Graduate,Married,Salaried,175825.0,1524692.0,24.0,329.0,879109.0,Rejected,2020-10-29,70356.80002740092
APP107561,Male,82.0,Not Graduate,Single,Salaried,103076.0,1329446.0,36.0,570.0,349437.0,Approved,2023-06-22,42897.48294609861
APP107562,Male,52.0,Graduate,Single,Self-Employed,27512.0,1785671.0,36.0,372.0,308749.0,Rejected,2023-01-27,57618.58042360716
APP107563,Male,53.0,Graduate,Single,Self-Employed,70373.0,625553.0,24.0,570.0,52555.0,Approved,2021-09-06,28866.097105212546
APP107564,Female,55.0,Graduate,Married,Self-Employed,97114.0,1362134.0,60.0,439.0,849722.0,Rejected,2019-08-02,28941.322000738775
APP107565,Male,56.0,Not Graduate,Married,Self-Employed,161187.0,574075.0,60.0,621.0,944080.0,Rejected,2021-11-27,12197.397192621365
APP107566,Female,42.0,Graduate,Married,Self-Employed,58906.0,1354950.0,12.0,489.0,634350.0,Rejected,2022-08-20,119121.63140230186
APP107567,Female,81.0,Not Graduate,Single,Self-Employed,137226.0,2059683.0,24.0,388.0,867127.0,Approved,2024-10-03,95043.92031363529
APP107568,Male,30.0,Not Graduate,Married,Self-Employed,8520.0,902298.0,36.0,310.0,635689.0,Approved,2021-06-26,29114.618470625268
APP107569,Female,85.0,Graduate,Married,Self-Employed,135982.0,1326167.0,12.0,519.0,576966.0,Rejected,2023-10-29,116591.14842016049
APP107570,Male,87.0,Graduate,Single,Salaried,37137.0,448852.0,60.0,539.0,914516.0,Rejected,2021-01-31,9536.778512742212
APP107571,Male,18.0,Graduate,Married,Self-Employed,125312.0,2540800.0,24.0,615.0,95084.0,Approved,2024-08-05,117245.02883836227
APP107572,Female,89.0,Graduate,Single,Self-Employed,18204.0,2915491.0,12.0,656.0,706527.0,Rejected,2018-07-06,256317.97797610867
APP107573,Male,71.0,Graduate,Married,Self-Employed,174903.0,1677571.0,60.0,570.0,745201.0,Approved,2018-08-01,35643.42604332713
APP107574,Female,26.0,Not Graduate,Single,Self-Employed,114326.0,1653946.0,48.0,569.0,35848.0,Rejected,2021-04-15,41948.3434215665
APP107575,Female,53.0,Not Graduate,Married,Salaried,131172.0,641438.0,72.0,570.0,564358.0,Approved,2024-07-31,11883.176331214694
APP107576,Male,54.0,Graduate,Married,Self-Employed,54895.0,1739197.0,12.0,570.0,966718.0,Approved,2023-08-23,152903.04732277145
APP107577,Male,76.0,Graduate,Married,Salaried,88567.0,1330415.0,60.0,460.0,530057.0,Approved,2022-10-13,28267.386989542054
APP107578,Female,38.0,Not Graduate,Single,Salaried,13230.0,1524692.0,60.0,471.0,604536.0,Approved,2019-12-08,32395.199094913132
APP107579,Female,37.0,Not Graduate,Married,Salaried,110607.0,159461.0,72.0,468.0,496944.0,Rejected,2023-03-18,2954.1486175621435
APP107580,Female,18.0,Not Graduate,Married,Self-Employed,85946.0,1349355.0,36.0,768.0,218257.0,Approved,2024-11-28,43539.89037594072
APP107581,Male,76.0,Graduate,Single,Salaried,113780.0,1748453.0,48.0,432.0,217691.0,Approved,2024-03-03,44345.285094234154
APP107582,Female,45.0,Graduate,Single,Salaried,187672.0,84700.0,12.0,465.0,863615.0,Rejected,2020-05-04,7446.475648381836
APP_MISSING_225,Female,88.0,Not Graduate,Married,Self-Employed,22910.0,933729.0,24.0,396.0,769282.0,Rejected,2019-03-23,43086.855924203075
APP107584,Male,53.0,Not Graduate,Married,Salaried,76015.0,2567145.0,12.0,715.0,100691.0,Rejected,2022-11-24,225692.83032308368
APP107585,Male,26.0,Not Graduate,Single,Salaried,20202.0,203115.0,36.0,701.0,311979.0,Approved,2021-06-17,6553.949726876322
APP107586,Male,82.0,Not Graduate,Married,Salaried,167488.0,2564886.0,24.0,354.0,199669.0,Approved,2023-11-16,118356.4755341277
APP107587,Female,53.0,Not Graduate,Married,Self-Employed,54944.0,2742856.0,36.0,324.0,187790.0,Rejected,2020-12-08,88504.24799774059
APP107588,Female,51.0,Not Graduate,Single,Self-Employed,147401.0,2510103.0,24.0,834.0,213276.0,Rejected,2020-09-30,115828.51803457954
APP107589,Female,49.0,Graduate,Married,Salaried,174917.0,1896924.0,24.0,499.0,952781.0,Rejected,2018-01-15,87533.4182478674
APP107590,Male,83.0,Not Graduate,Married,Salaried,148776.0,1032134.0,72.0,783.0,854686.0,Approved,2021-08-28,19121.147046857135
APP107591,Male,42.0,Graduate,Married,Self-Employed,66220.0,2464129.0,36.0,324.0,926563.0,Rejected,2021-12-23,79510.51171276382
APP107592,Male,53.0,Not Graduate,Married,Salaried,26373.0,2839649.0,36.0,304.0,50991.0,Rejected,2024-05-30,91627.48584779371
APP107593,Female,80.0,Not Graduate,Married,Salaried,35400.0,2562290.0,36.0,657.0,475291.0,Rejected,2023-09-26,82677.89107489811
APP107594,Male,62.0,Not Graduate,Single,Salaried,78816.0,1286861.0,36.0,457.0,540216.0,Approved,2018-06-16,41523.384779449036
APP107595,Male,43.0,Not Graduate,Married,Self-Employed,103076.0,2170471.0,72.0,570.0,910555.0,Approved,2020-08-18,40209.793643014425
APP107596,Male,38.0,Graduate,Single,Self-Employed,93475.0,1524692.0,12.0,570.0,51971.0,Approved,2019-05-25,134044.6499324982
APP107597,Male,68.0,Graduate,Single,Self-Employed,177351.0,1930809.0,36.0,791.0,703982.0,Rejected,2022-03-30,62301.775438546356
APP107598,Female,41.0,Graduate,Single,Salaried,49329.0,921857.0,72.0,702.0,867246.0,Approved,2019-04-23,17078.17323445849
APP107599,Male,29.0,Not Graduate,Married,Self-Employed,97030.0,2425363.0,72.0,783.0,971146.0,Rejected,2019-04-21,44931.88148535613
APP107600,Male,28.0,Graduate,Married,Salaried,177481.0,579569.0,60.0,408.0,468146.0,Approved,2021-07-13,12314.128456265074
APP107601,Female,44.0,Not Graduate,Single,Salaried,42449.0,1372616.0,48.0,362.0,109262.0,Rejected,2024-11-10,34813.08782386905
APP107602,Female,40.0,Not Graduate,Married,Self-Employed,47961.0,669389.0,36.0,570.0,191310.0,Approved,2019-04-06,21599.30016849575
APP107603,Female,50.0,Graduate,Married,Self-Employed,120296.0,951784.0,72.0,791.0,922300.0,Rejected,2020-12-24,17632.595981573973
APP107604,Male,55.0,Not Graduate,Married,Self-Employed,11271.0,1793072.0,12.0,822.0,179065.0,Rejected,2021-07-03,157639.51574728824
APP107605,Female,72.0,Graduate,Married,Self-Employed,120472.0,1820284.0,24.0,827.0,903181.0,Rejected,2022-11-24,83996.87109336014
APP107606,Male,87.0,Graduate,Married,Self-Employed,136238.0,2990120.0,36.0,708.0,341312.0,Rejected,2022-06-19,96482.76177203766
APP107607,Male,59.0,Not Graduate,Single,Self-Employed,85444.0,686079.0,36.0,337.0,104853.0,Approved,2022-10-08,22137.8395227609
APP107608,Female,46.0,Graduate,Married,Self-Employed,50499.0,2355424.0,48.0,625.0,382520.0,Approved,2024-02-25,59739.637724206135
APP107609,Female,51.0,Graduate,Single,Salaried,191297.0,427306.0,72.0,595.0,993729.0,Approved,2018-12-06,7916.201636613399
APP107610,Male,74.0,Graduate,Single,Salaried,59997.0,2125684.0,24.0,695.0,448832.0,Approved,2024-05-19,98089.53159683773
APP107611,Male,20.0,Graduate,Single,Self-Employed,164806.0,2407439.0,24.0,570.0,630026.0,Approved,2019-05-26,111091.09531706471
APP107612,Male,23.0,Not Graduate,Married,Self-Employed,103076.0,1955381.0,48.0,826.0,463992.0,Approved,2024-05-24,49593.51375921954
APP107613,Female,65.0,Not Graduate,Married,Self-Employed,199605.0,975345.0,24.0,660.0,585052.0,Approved,2021-07-25,45007.22317866517
APP107614,Female,81.0,Graduate,Single,Salaried,37446.0,1939609.0,60.0,727.0,716288.0,Rejected,2022-07-09,41210.95914537845
APP107615,Female,30.0,Graduate,Married,Self-Employed,199587.0,541703.0,12.0,709.0,439016.0,Rejected,2018-12-05,47624.29986015803
APP107616,Female,53.0,Graduate,Married,Salaried,115776.0,2387825.0,72.0,723.0,500109.0,Rejected,2018-08-28,44236.45858692926
APP107617,Male,87.0,Not Graduate,Married,Salaried,13917.0,676514.0,60.0,499.0,279586.0,Approved,2024-04-25,14373.923205798983
APP107618,Male,53.0,Graduate,Single,Salaried,75041.0,135279.0,60.0,569.0,673154.0,Approved,2021-01-03,2874.2789614956687
APP107619,Female,74.0,Graduate,Single,Self-Employed,105596.0,2540078.0,36.0,560.0,267700.0,Approved,2021-06-07,81961.17231294859
APP107620,Male,72.0,Graduate,Single,Salaried,71557.0,1790609.0,72.0,340.0,813790.0,Rejected,2019-05-12,33172.531853834684
APP107621,Female,30.0,Not Graduate,Single,Salaried,103076.0,1420169.0,36.0,470.0,299109.0,Rejected,2019-06-20,45824.858969885136
APP107622,Female,68.0,Not Graduate,Married,Salaried,103076.0,1688876.0,36.0,606.0,726301.0,Rejected,2020-10-24,54495.278039179655
APP107623,Female,70.0,Graduate,Married,Salaried,27133.0,1188365.0,60.0,378.0,924706.0,Approved,2022-05-16,25249.24428830639
APP107624,Female,53.0,Graduate,Single,Self-Employed,165863.0,1524692.0,72.0,570.0,576309.0,Approved,2018-08-19,28246.196650015114
APP107625,Male,22.0,Not Graduate,Married,Self-Employed,154023.0,1348854.0,24.0,801.0,112088.0,Rejected,2020-10-19,62242.76847006467
APP107626,Female,42.0,Graduate,Single,Salaried,172417.0,1355016.0,60.0,843.0,822206.0,Rejected,2018-08-09,28790.085536483966
APP107627,Female,54.0,Graduate,Married,Self-Employed,173770.0,370930.0,72.0,512.0,963637.0,Approved,2021-05-30,6871.789006166561
APP107628,Female,53.0,Graduate,Single,Self-Employed,8620.0,478545.0,36.0,792.0,796899.0,Approved,2020-09-24,15441.30109567501
APP107629,Female,52.0,Graduate,Single,Self-Employed,21160.0,904086.0,12.0,578.0,274920.0,Rejected,2023-07-22,79483.5228222307
APP107630,Female,51.0,Graduate,Single,Self-Employed,64101.0,985341.0,36.0,747.0,511139.0,Rejected,2022-02-05,31794.182496763122
APP107631,Male,71.0,Graduate,Married,Salaried,40605.0,1638868.0,48.0,570.0,685729.0,Approved,2021-09-18,41565.92638853737
APP107632,Female,63.0,Not Graduate,Single,Salaried,29116.0,432682.0,12.0,591.0,637802.0,Approved,2024-06-08,38039.62191845513
APP107633,Male,23.0,Graduate,Married,Self-Employed,138902.0,2786146.0,12.0,815.0,222479.0,Rejected,2018-03-04,244946.49754234304
APP107634,Male,18.0,Graduate,Married,Salaried,103076.0,808519.0,36.0,570.0,216073.0,Rejected,2021-08-25,26088.63392277437
APP_MISSING_226,Male,88.0,Not Graduate,Single,Self-Employed,36879.0,574804.0,48.0,581.0,54440.0,Approved,2018-01-27,14578.514408626463
APP107636,Male,51.0,Not Graduate,Single,Self-Employed,29560.0,1200180.0,36.0,462.0,708145.0,Rejected,2022-06-23,38726.432726299994
APP107637,Female,73.0,Not Graduate,Married,Salaried,83222.0,421869.0,36.0,796.0,642351.0,Rejected,2022-09-05,13612.52599427707
APP107638,Female,43.0,Graduate,Married,Self-Employed,19127.0,2904244.0,48.0,363.0,454.0,Approved,2024-07-04,73659.13076486412
APP107639,Male,59.0,Graduate,Single,Self-Employed,62197.0,2772066.0,48.0,470.0,240725.0,Approved,2021-10-30,70306.7552116261
APP107640,Male,55.0,Graduate,Single,Self-Employed,194965.0,2506083.0,60.0,568.0,980350.0,Rejected,2021-09-30,53246.85755114948
APP107641,Male,43.0,Graduate,Married,Self-Employed,171622.0,2998146.0,12.0,515.0,735692.0,Approved,2023-04-21,263584.66563510516
APP107642,Male,76.0,Graduate,Single,Self-Employed,95503.0,2974319.0,60.0,401.0,192748.0,Approved,2018-01-31,63195.4887785749
APP107643,Female,41.0,Graduate,Married,Self-Employed,76611.0,1524692.0,36.0,615.0,409413.0,Approved,2023-11-07,49197.52217694662
APP107644,Female,38.0,Not Graduate,Single,Self-Employed,109037.0,2664796.0,24.0,789.0,664434.0,Rejected,2019-03-30,122966.81512450898
APP107645,Female,77.0,Graduate,Single,Self-Employed,104877.0,467599.0,60.0,570.0,940146.0,Approved,2022-08-08,9935.09685994436
APP107646,Female,37.0,Graduate,Single,Self-Employed,117562.0,461582.0,48.0,834.0,107159.0,Rejected,2021-09-23,11706.91198697751
APP107647,Male,23.0,Graduate,Single,Salaried,166096.0,1292640.0,24.0,801.0,721482.0,Rejected,2021-06-26,59648.77758092751
APP107648,Male,84.0,Not Graduate,Married,Self-Employed,196702.0,842791.0,24.0,481.0,78915.0,Rejected,2018-07-25,38890.52861292198
APP107649,Female,53.0,Graduate,Single,Self-Employed,21606.0,2111519.0,60.0,623.0,785186.0,Rejected,2022-06-13,44863.53860169259
APP107650,Female,29.0,Not Graduate,Married,Salaried,58654.0,1853371.0,36.0,762.0,916136.0,Approved,2018-04-26,59803.06899662997
APP107651,Female,39.0,Graduate,Married,Self-Employed,98453.0,838752.0,72.0,586.0,669819.0,Rejected,2018-12-05,15538.583486103078
APP107652,Male,79.0,Graduate,Single,Self-Employed,68479.0,1027917.0,24.0,635.0,847978.0,Approved,2018-03-12,47433.154246081096
APP107653,Female,53.0,Graduate,Single,Self-Employed,87426.0,1232850.0,12.0,749.0,101662.0,Rejected,2018-11-24,108387.10157151766
APP107654,Female,34.0,Graduate,Married,Salaried,64209.0,1927649.0,60.0,829.0,788249.0,Rejected,2019-10-23,40956.84449063169
APP107655,Male,27.0,Not Graduate,Married,Self-Employed,153588.0,494685.0,48.0,557.0,83978.0,Approved,2019-05-08,12546.489586417949
APP107656,Male,29.0,Graduate,Married,Self-Employed,196347.0,806714.0,12.0,349.0,627518.0,Approved,2024-06-05,70922.97705087018
APP107657,Female,57.0,Graduate,Married,Salaried,165657.0,1049358.0,48.0,669.0,877623.0,Rejected,2018-05-15,26614.429827919517
APP107658,Male,40.0,Not Graduate,Single,Self-Employed,103076.0,1136594.0,36.0,375.0,922654.0,Approved,2024-04-27,36674.691361392644
APP107659,Male,57.0,Graduate,Married,Self-Employed,141923.0,2703720.0,48.0,387.0,70097.0,Approved,2019-02-07,68573.32408419487
APP107660,Male,53.0,Graduate,Single,Self-Employed,145044.0,1524692.0,72.0,349.0,226668.0,Rejected,2019-08-22,28246.196650015114
APP107661,Female,53.0,Graduate,Single,Self-Employed,159415.0,2862166.0,48.0,353.0,300199.0,Rejected,2018-07-12,72591.92397909683
APP107662,Male,67.0,Graduate,Single,Self-Employed,149894.0,506806.0,36.0,745.0,168149.0,Approved,2020-05-01,16353.204072960052
APP107663,Male,27.0,Graduate,Married,Self-Employed,24324.0,2274920.0,24.0,830.0,271760.0,Approved,2018-04-14,104976.01582374336
APP107664,Male,21.0,Not Graduate,Married,Self-Employed,94908.0,409537.0,36.0,307.0,703725.0,Approved,2018-06-05,13214.607041802665
APP107665,Female,18.0,Graduate,Married,Self-Employed,182721.0,1006304.0,24.0,746.0,291330.0,Rejected,2022-05-10,46435.82395314835
APP107666,Male,60.0,Graduate,Married,Self-Employed,143057.0,757275.0,12.0,392.0,755499.0,Approved,2021-06-26,66576.50350210573
APP107667,Female,22.0,Not Graduate,Married,Self-Employed,106487.0,2731718.0,36.0,597.0,498009.0,Approved,2018-08-10,88144.85606677562
APP107668,Female,51.0,Graduate,Married,Self-Employed,11209.0,1826454.0,60.0,833.0,259695.0,Approved,2020-09-05,38806.74980107488
APP107669,Female,83.0,Not Graduate,Married,Salaried,95667.0,1524692.0,12.0,623.0,907611.0,Rejected,2023-05-23,134044.6499324982
APP107670,Male,41.0,Not Graduate,Married,Salaried,103076.0,2286592.0,48.0,761.0,943690.0,Approved,2020-08-05,57993.880381225616
APP107671,Female,31.0,Graduate,Single,Salaried,152449.0,1723586.0,12.0,570.0,100857.0,Approved,2022-11-13,151530.5924072238
APP107672,Female,58.0,Graduate,Married,Salaried,76617.0,145514.0,60.0,665.0,496944.0,Rejected,2020-12-20,3091.7424641154994
APP107673,Female,59.0,Not Graduate,Married,Salaried,103076.0,1495051.0,48.0,361.0,38335.0,Approved,2018-09-11,37918.35572670233
APP107674,Female,30.0,Graduate,Single,Salaried,148986.0,1178738.0,24.0,792.0,830322.0,Approved,2024-07-26,54392.77818123168
APP107675,Male,46.0,Graduate,Single,Salaried,138023.0,1909567.0,36.0,595.0,437554.0,Approved,2018-07-14,61616.35584817486
APP107676,Female,82.0,Graduate,Married,Self-Employed,132782.0,2404939.0,12.0,564.0,784948.0,Rejected,2019-07-20,211432.3459190527
APP107677,Male,63.0,Graduate,Married,Self-Employed,42920.0,1579721.0,60.0,478.0,448902.0,Rejected,2022-12-08,33564.40271832952
APP107678,Male,51.0,Graduate,Single,Salaried,61780.0,1396116.0,60.0,803.0,778315.0,Approved,2023-08-21,29663.339074117095
APP107679,Female,80.0,Not Graduate,Single,Salaried,181826.0,2930775.0,60.0,593.0,496944.0,Rejected,2018-06-08,62270.30746366744
APP107680,Male,21.0,Not Graduate,Single,Salaried,61156.0,1380896.0,36.0,726.0,684240.0,Approved,2020-06-15,44557.62972722155
APP107681,Male,45.0,Graduate,Single,Salaried,103076.0,2257010.0,12.0,570.0,227219.0,Approved,2024-06-05,198427.03663700458
APP107682,Female,18.0,Graduate,Married,Salaried,30939.0,2481086.0,72.0,356.0,679360.0,Approved,2018-06-03,45964.19674373539
APP107683,Female,53.0,Not Graduate,Married,Salaried,148996.0,466707.0,48.0,357.0,225115.0,Approved,2021-07-25,11836.89522708059
APP107684,Female,30.0,Graduate,Married,Salaried,170486.0,2531035.0,48.0,352.0,411756.0,Rejected,2023-12-24,64193.586363765535
APP107685,Female,22.0,Not Graduate,Married,Self-Employed,196996.0,1299497.0,60.0,624.0,336784.0,Rejected,2020-05-11,27610.47086115906
APP107686,Male,31.0,Graduate,Married,Salaried,116157.0,2097160.0,48.0,570.0,897198.0,Rejected,2022-05-13,53189.395476014564
APP107687,Male,49.0,Graduate,Married,Salaried,72727.0,2385137.0,72.0,824.0,949414.0,Rejected,2024-01-12,44186.66113498798
APP107688,Male,67.0,Graduate,Married,Self-Employed,107812.0,1491661.0,12.0,765.0,149323.0,Rejected,2018-08-10,131140.70026140375
APP107689,Male,44.0,Graduate,Married,Self-Employed,91189.0,1647596.0,48.0,440.0,504148.0,Approved,2022-08-13,41787.29101675585
APP_MISSING_227,Male,52.0,Graduate,Single,Self-Employed,106934.0,2513425.0,36.0,710.0,592626.0,Approved,2022-08-23,81101.15497267124
APP107691,Female,20.0,Graduate,Married,Self-Employed,92732.0,415082.0,36.0,793.0,294918.0,Rejected,2022-04-11,13393.528594792493
APP107692,Female,21.0,Not Graduate,Married,Self-Employed,47838.0,1524692.0,36.0,407.0,794199.0,Approved,2023-10-28,49197.52217694662
APP107693,Female,24.0,Not Graduate,Married,Self-Employed,103076.0,1758329.0,48.0,454.0,370727.0,Rejected,2020-09-09,44595.76596823572
APP107694,Male,20.0,Not Graduate,Married,Salaried,96269.0,2260835.0,72.0,539.0,391298.0,Rejected,2020-09-29,41883.86244778416
APP107695,Female,76.0,Not Graduate,Married,Self-Employed,22952.0,2270407.0,12.0,471.0,605183.0,Approved,2021-06-26,199604.84577822502
APP107696,Female,53.0,Graduate,Single,Self-Employed,155482.0,600325.0,36.0,772.0,266675.0,Rejected,2021-11-19,19370.79915214055
APP107697,Female,18.0,Not Graduate,Married,Self-Employed,50900.0,1291488.0,60.0,584.0,80058.0,Approved,2018-06-28,27440.303280066513
APP107698,Female,45.0,Not Graduate,Single,Self-Employed,103076.0,733045.0,72.0,635.0,759726.0,Approved,2024-07-02,13580.272752339704
APP107699,Female,76.0,Not Graduate,Married,Self-Employed,69892.0,2894050.0,72.0,666.0,548301.0,Approved,2019-11-23,53614.70081496868
APP107700,Male,70.0,Not Graduate,Married,Self-Employed,147788.0,2944399.0,60.0,785.0,460598.0,Approved,2020-04-29,62559.77720081376
APP107701,Male,27.0,Graduate,Married,Self-Employed,97068.0,183186.0,72.0,430.0,983666.0,Approved,2019-11-11,3393.6741187922994
APP107702,Female,88.0,Graduate,Single,Self-Employed,137695.0,1524692.0,60.0,839.0,626735.0,Rejected,2023-11-24,32395.199094913132
APP107703,Male,20.0,Graduate,Married,Self-Employed,22578.0,1949814.0,48.0,814.0,53640.0,Rejected,2020-05-19,49452.320257238294
APP107704,Male,24.0,Graduate,Single,Salaried,22750.0,1742892.0,60.0,700.0,784044.0,Approved,2021-11-23,37031.30425091188
APP107705,Female,26.0,Graduate,Married,Self-Employed,150829.0,1536880.0,48.0,570.0,58686.0,Rejected,2020-01-09,38979.24722919437
APP107706,Male,86.0,Not Graduate,Married,Self-Employed,15227.0,2340863.0,36.0,673.0,665235.0,Approved,2021-06-26,75533.06461612823
APP107707,Male,30.0,Graduate,Single,Self-Employed,156583.0,867423.0,12.0,472.0,211370.0,Rejected,2020-05-20,76260.26264871685
APP107708,Male,57.0,Graduate,Married,Self-Employed,138065.0,1328172.0,24.0,570.0,13477.0,Rejected,2020-04-11,61288.399103552154
APP107709,Female,79.0,Graduate,Married,Self-Employed,137435.0,293395.0,36.0,570.0,27752.0,Rejected,2020-06-15,9467.03138673598
APP107710,Female,79.0,Not Graduate,Married,Self-Employed,59483.0,315317.0,24.0,759.0,401785.0,Approved,2019-03-19,14550.279737966734
APP107711,Male,27.0,Graduate,Single,Salaried,121085.0,365133.0,48.0,397.0,207043.0,Rejected,2018-12-09,9260.716177279572
APP107712,Female,28.0,Graduate,Married,Salaried,186893.0,2467777.0,36.0,423.0,757524.0,Rejected,2020-10-09,79628.22241164694
APP107713,Male,79.0,Not Graduate,Married,Self-Employed,12036.0,1524692.0,24.0,377.0,212870.0,Rejected,2022-09-05,70356.80002740092
APP107714,Female,73.0,Not Graduate,Single,Salaried,183121.0,995924.0,72.0,778.0,839499.0,Rejected,2023-04-12,18450.326460996483
APP107715,Female,66.0,Graduate,Single,Self-Employed,69190.0,83088.0,60.0,328.0,249675.0,Approved,2022-07-12,1765.374450969863
APP107716,Female,33.0,Graduate,Married,Self-Employed,173585.0,2829435.0,36.0,556.0,562766.0,Rejected,2022-03-16,91297.90879779586
APP107717,Female,53.0,Not Graduate,Married,Self-Employed,55506.0,2809260.0,60.0,570.0,927246.0,Approved,2023-03-03,59688.47282557767
APP107718,Female,53.0,Not Graduate,Single,Salaried,188082.0,2381909.0,60.0,486.0,221909.0,Approved,2021-02-14,50608.527021172435
APP107719,Male,26.0,Graduate,Married,Salaried,149263.0,1872030.0,72.0,570.0,990017.0,Rejected,2019-06-16,34680.924091375695
APP107720,Female,50.0,Graduate,Single,Self-Employed,14397.0,2575504.0,24.0,580.0,253046.0,Approved,2023-12-15,118846.44236197945
APP107721,Female,52.0,Not Graduate,Single,Self-Employed,8654.0,1213194.0,36.0,418.0,864150.0,Rejected,2023-03-03,39146.357900440606
APP107722,Male,56.0,Graduate,Married,Salaried,152298.0,1495258.0,12.0,679.0,756535.0,Rejected,2020-12-06,131456.9337077701
APP107723,Male,42.0,Graduate,Single,Self-Employed,121756.0,1505953.0,24.0,512.0,383865.0,Approved,2021-03-30,69492.0902527622
APP107724,Female,73.0,Graduate,Married,Self-Employed,161574.0,1256289.0,24.0,398.0,680670.0,Rejected,2019-12-12,57971.363363632445
APP107725,Male,65.0,Not Graduate,Single,Salaried,63897.0,319965.0,48.0,720.0,556128.0,Approved,2021-01-04,8115.139008698908
APP107726,Male,27.0,Not Graduate,Single,Self-Employed,64596.0,1981400.0,12.0,570.0,329977.0,Approved,2019-07-20,174196.53895754158
APP107727,Female,58.0,Graduate,Married,Self-Employed,156320.0,2147596.0,24.0,408.0,397045.0,Approved,2020-06-08,99100.65922274538
APP107728,Male,76.0,Graduate,Married,Self-Employed,143332.0,2009670.0,24.0,570.0,700162.0,Rejected,2022-01-28,92736.07411271706
APP107729,Female,45.0,Graduate,Single,Salaried,55502.0,2046929.0,24.0,535.0,176877.0,Approved,2019-03-27,94455.38792312659
APP107730,Male,58.0,Not Graduate,Single,Self-Employed,92508.0,677228.0,48.0,595.0,501293.0,Rejected,2018-08-18,17176.25165434702
APP107731,Female,83.0,Not Graduate,Single,Self-Employed,132370.0,1536992.0,72.0,831.0,514641.0,Rejected,2020-09-17,28474.06445465709
APP107732,Female,68.0,Graduate,Single,Self-Employed,97758.0,2602284.0,24.0,304.0,532001.0,Rejected,2018-12-04,120082.20348929816
APP107733,Male,79.0,Not Graduate,Married,Self-Employed,160614.0,2086080.0,48.0,576.0,496944.0,Approved,2022-07-24,52908.37805155757
APP107734,Female,47.0,Graduate,Married,Self-Employed,104894.0,1348362.0,24.0,570.0,618020.0,Rejected,2019-05-09,62220.06516630662
APP107735,Male,57.0,Not Graduate,Married,Self-Employed,162553.0,483176.0,48.0,765.0,358493.0,Rejected,2024-12-18,12254.591613667442
APP107736,Male,57.0,Not Graduate,Married,Salaried,138800.0,2868942.0,48.0,570.0,662574.0,Approved,2022-03-30,72763.78084445068
APP107737,Male,86.0,Not Graduate,Married,Self-Employed,48102.0,1354820.0,72.0,357.0,973601.0,Approved,2024-06-04,25099.17553536942
APP107738,Male,79.0,Graduate,Single,Self-Employed,89623.0,2088433.0,24.0,381.0,507457.0,Approved,2024-01-31,96370.58694583889
APP107739,Male,32.0,Graduate,Single,Self-Employed,82738.0,1920303.0,12.0,815.0,142508.0,Rejected,2019-05-21,168825.14199544964
APP107740,Female,20.0,Not Graduate,Single,Self-Employed,190030.0,1537919.0,24.0,844.0,238643.0,Rejected,2020-09-24,70967.15896806725
APP107741,Female,41.0,Graduate,Single,Self-Employed,32568.0,2150635.0,12.0,816.0,813543.0,Rejected,2021-09-14,189074.98413291224
APP107742,Male,58.0,Not Graduate,Married,Self-Employed,79479.0,1760134.0,48.0,358.0,198883.0,Approved,2021-06-26,44641.545431335435
APP107743,Male,80.0,Graduate,Single,Self-Employed,83263.0,1679757.0,48.0,326.0,515453.0,Rejected,2021-10-17,42602.97706260076
APP107744,Male,65.0,Graduate,Married,Self-Employed,116317.0,1033736.0,60.0,521.0,571590.0,Approved,2023-11-14,21963.83501164768
APP107745,Male,78.0,Not Graduate,Single,Self-Employed,198744.0,91237.0,36.0,305.0,811747.0,Approved,2018-08-27,2943.96135800416
APP107746,Female,65.0,Graduate,Married,Salaried,116078.0,1555712.0,48.0,800.0,890273.0,Rejected,2023-01-06,39456.87540043753
APP107747,Female,64.0,Graduate,Married,Salaried,19600.0,67226.0,72.0,627.0,961289.0,Rejected,2018-11-09,1245.4179703139494
APP107748,Female,73.0,Not Graduate,Single,Salaried,58871.0,553393.0,24.0,789.0,533071.0,Rejected,2024-08-14,25536.279220697346
APP107749,Male,25.0,Not Graduate,Single,Self-Employed,181020.0,2853010.0,48.0,316.0,711933.0,Approved,2019-01-04,72359.70416516828
APP107750,Female,35.0,Not Graduate,Single,Salaried,113880.0,118299.0,12.0,432.0,493625.0,Approved,2021-06-26,10400.361543422936
APP107751,Male,40.0,Graduate,Married,Self-Employed,117997.0,2155035.0,60.0,430.0,462778.0,Rejected,2023-11-10,45788.12499934815
APP107752,Male,86.0,Not Graduate,Single,Self-Employed,37570.0,2477817.0,60.0,821.0,319456.0,Approved,2018-11-10,52646.28858534076
