Application_ID,Gender,Age,Education,Marital_Status,Employment_Type,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Debt,Approval_Status,Application_Date
APP104815,female,46.0,Not Graduate,Single,self-employed,86732,1447332,36.0,396.0,75467.0,Rejected,2018-06-03
APP104816,female,21.0,GRADUATE,SINGLE,Self-Employed,45323,906253,36.0,783.0,351112.0,Rejected,2024-01-19
APP104817,Female,88.0,,Single,SALARIED,71002,922281,36.0,311.0,898354.0,Approved,2023-04-03
APP104818,Male,60.0,graduate,Single,SALARIED,22113,2994319,60.0,592.0,670785.0,Approved,2024-02-09
APP104819,Male,51.0,Graduate,married,self-employed,183178,311044,12.0,708.0,454447.0,Approved,2019-01-09
APP104820,female,88.0,,Married,Self-Employed,109531,1570009,12.0,344.0,788203.0,Approved,2022-03-31
APP104821,female,50.0,GRADUATE,MARRIED,self-employed,161954,1675546,36.0,,816645.0,Rejected,2021-04-07
APP104822,MALE,32.0,Not Graduate,MARRIED,SALARIED,156770,1932176,36.0,428.0,144474.0,Rejected,2018-04-17
APP104823,MALE,57.0,not graduate,,SELF EMPLOYED,132542,2069289 rs,48.0,898.0,417059.0,Rejected,2024-06-13
APP104824,MALE,22.0,GRADUATE,SINGLE,SELF EMPLOYED,105226,919901 rs,60.0,862.0,922820.0,Rejected,2018-06-04
APP104825,Male,67.0,not graduate,Married,self-employed,166420,1891410 rs,48.0,503.0,650438.0,Approved,2021-01-15
APP104826,Female,83.0,not graduate,married,SALARIED,44097,2823972,60.0,330.0,178927.0,Rejected,2018-12-22
APP104827,male,71.0,Graduate,SINGLE,SELF EMPLOYED,56474,2368596 rs,72.0,596.0,716235.0,Rejected,2018-03-23
APP104828,MALE,63.0,graduate,SINGLE,SELF EMPLOYED,104425,2288439,36.0,613.0,959866.0,Approved,2024-01-30
APP104829,Female,28.0,graduate,Single,self-employed,133845,2319647,60.0,677.0,533887.0,Approved,2019-04-01
APP104830,FEMALE,66.0,Not Graduate,Married,self-employed,,234638,12.0,449.0,702954.0,Rejected,2018-09-25
APP104831,MALE,40.0,graduate,MARRIED,SALARIED,16995,1089970,24.0,740.0,877266.0,Rejected,2021-10-02
APP104832,male,72.0,GRADUATE,Married,Salaried,131486,834621,12.0,371.0,747534.0,Approved,2023-01-15
APP104833,FEMALE,22.0,Graduate,MARRIED,SELF EMPLOYED,44345,589265,36.0,405.0,554771.0,Approved,2024-07-18
APP104834,FEMALE,81.0,Graduate,Single,Salaried,77775,1994138,12.0,835.0,640085.0,Approved,2020-01-10
APP104835,male,52.0,not graduate,married,SELF EMPLOYED,170596,1574806,60.0,356.0,843703.0,Approved,2021-08-26
APP104836,MALE,86.0,GRADUATE,MARRIED,SELF EMPLOYED,106547,"1,012,875",60.0,483.0,781116.0,Approved,2018-08-26
APP104837,Male,71.0,GRADUATE,Single,SELF EMPLOYED,136320,2329205,,607.0,631682.0,Approved,2023-04-24
APP104838,male,20.0,not graduate,married,self-employed,198696,2424023,48.0,881.0,960475.0,Rejected,2021-05-15
APP104839,male,23.0,not graduate,Single,Salaried,93570,2376747,60.0,741.0,714563.0,Rejected,2020-11-17
APP104840,male,73.0,Graduate,married,Self-Employed,145085,2224306,72.0,409.0,646717.0,Rejected,2020-03-15
APP104841,FEMALE,19.0,GRADUATE,SINGLE,self-employed,18348,1256345,12.0,396.0,197988.0,Approved,2018-04-18
APP104842,Female,55.0,graduate,,SELF EMPLOYED,33250,2793235,36.0,456.0,451366.0,Approved,2021-08-12
APP104843,Male,73.0,graduate,MARRIED,Salaried,122011,1495613,72.0,719.0,556494.0,Rejected,2020-03-23
APP104844,MALE,22.0,Graduate,married,Salaried,91592,2071053 rs,72.0,763.0,485133.0,Approved,2018-08-26
,MALE,63.0,graduate,Married,SALARIED,162188,2373298,12.0,889.0,553199.0,Rejected,2018-11-14
,Female,28.0,graduate,married,self-employed,97238,2379180,24.0,322.0,888160.0,Approved,2018-03-23
APP104847,,82.0,GRADUATE,Single,Self-Employed,101492,314268,72.0,637.0,123260.0,Approved,2023-04-30
APP104848,Male,27.0,GRADUATE,,,82416,1947872,36.0,765.0,873485.0,Approved,2019-04-11
APP104849,MALE,58.0,Not Graduate,SINGLE,Salaried,149221,2072715,12.0,669.0,698648.0,Approved,2019-09-13
,female,61.0,GRADUATE,SINGLE,SALARIED,61.1k,89442,48.0,337.0,241283.0,Rejected,2020-10-07
APP104851,MALE,50.0,Not Graduate,Single,SELF EMPLOYED,114.6k,"2,557,314",72.0,394.0,919366.0,Approved,2018-02-20
APP104852,male,73.0,GRADUATE,SINGLE,self-employed,22750,1596953,48.0,508.0,381773.0,Rejected,2020-04-09
APP104853,female,29.0,not graduate,MARRIED,Self-Employed,179896,492138,12.0,564.0,522456.0,Rejected,2019-11-15
APP104854,Female,19.0,GRADUATE,Single,Self-Employed,108781,2961886,60.0,459.0,266043.0,Approved,2020-11-24
APP104855,Male,18.0,Not Graduate,MARRIED,Salaried,85294,1011027,60.0,576.0,779235.0,Rejected,2023-12-25
APP104856,Female,82.0,graduate,SINGLE,SALARIED,118862,2094434,12.0,708.0,448335.0,Rejected,2024-11-08
APP104857,Female,50.0,GRADUATE,SINGLE,Self-Employed,55952,375885,60.0,,133680.0,Rejected,2022-08-24
APP104858,Male,53.0,graduate,Married,Self-Employed,189775,1081144,72.0,639.0,733124.0,Approved,2022-03-09
APP104859,Male,38.0,graduate,Single,SELF EMPLOYED,96041,"451,727",60.0,558.0,677034.0,Approved,2019-11-12
APP104860,MALE,53.0,GRADUATE,married,SELF EMPLOYED,124496,150611,60.0,306.0,904062.0,Approved,2023-12-22
APP104861,MALE,43.0,GRADUATE,Single,Salaried,135513,1183444,36.0,689.0,450967.0,Approved,2019-04-19
APP104862,Male,64.0,not graduate,MARRIED,SALARIED,192431,596975,60.0,680.0,421277.0,Approved,2023-10-13
APP104863,female,18.0,Not Graduate,SINGLE,SELF EMPLOYED,138637,571253,72.0,700.0,311768.0,Approved,2020-08-02
APP104864,FEMALE,55.0,GRADUATE,Married,SALARIED,138092,1839800,60.0,450.0,316424.0,Approved,2020-01-11
APP104865,,31.0,graduate,Single,Salaried,147157,2127527,12.0,839.0,931953.0,Rejected,2024-11-24
APP104866,FEMALE,63.0,graduate,MARRIED,self-employed,58370,1818460,72.0,431.0,416620.0,Rejected,2022-07-19
APP104867,female,59.0,GRADUATE,,Salaried,146446,2405316,36.0,843.0,915201.0,Approved,2019-01-01
APP104868,,24.0,Not Graduate,Married,self-employed,193411,2577258,24.0,611.0,697966.0,Rejected,2024-04-18
APP104869,,72.0,graduate,Married,SELF EMPLOYED,42847,1954054,36.0,428.0,574966.0,Rejected,2021-11-05
APP104870,MALE,73.0,not graduate,SINGLE,Self-Employed,10875,76257,60.0,432.0,680521.0,Approved,2024-03-14
APP104871,Female,80.0,graduate,MARRIED,Salaried,61661,1474869,24.0,683.0,278030.0,Rejected,2020-05-29
APP104872,Male,41.0,Not Graduate,Married,SALARIED,95520,2747053,12.0,601.0,128636.0,Rejected,2021-04-21
APP104873,male,150.0,Graduate,SINGLE,SALARIED,148935,362224,60.0,438.0,680027.0,Approved,2021-11-03
APP104874,FEMALE,21.0,not graduate,SINGLE,self-employed,129317,1671741,60.0,764.0,763810.0,Approved,2020-12-26
APP104875,female,59.0,not graduate,SINGLE,SALARIED,155586,1711737 rs,12.0,721.0,917986.0,Approved,2019-08-16
,Male,87.0,Graduate,Single,SELF EMPLOYED,58003,2224176,36.0,583.0,218540.0,Approved,2024-11-17
APP104877,female,45.0,not graduate,SINGLE,self-employed,111981,741924,36.0,701.0,745185.0,Approved,2023-08-04
APP104878,Male,57.0,not graduate,MARRIED,Self-Employed,"46,570",2424652,48.0,724.0,451890.0,Approved,2021-01-11
APP104879,MALE,,not graduate,married,Salaried,67972,2722492,48.0,734.0,674629.0,Approved,2022-12-19
APP104880,MALE,46.0,graduate,Single,self-employed,11009,"2,745,953",60.0,519.0,51035.0,Rejected,2020-12-10
APP104881,MALE,,graduate,Married,SELF EMPLOYED,120.9k,,72.0,500.0,2617.0,Rejected,2021-05-25
APP104882,female,86.0,GRADUATE,SINGLE,self-employed,47567,2353909,24.0,432.0,577264.0,Approved,2021-10-02
APP104883,male,22.0,GRADUATE,Single,SELF EMPLOYED,75325,2604336,24.0,876.0,514227.0,Rejected,2022-05-23
APP104884,MALE,58.0,graduate,Single,self-employed,88508,1373579,72.0,862.0,46086.0,Approved,2021-04-24
APP104885,Male,78.0,not graduate,MARRIED,self-employed,148720,818712,36.0,672.0,424980.0,Approved,2019-10-20
APP104886,MALE,72.0,Not Graduate,Married,Self-Employed,87967,2481991,12.0,497.0,129342.0,Rejected,2022-05-12
APP104887,Female,45.0,Graduate,married,self-employed,107304,2600888,,882.0,124649.0,Rejected,2024-11-03
,MALE,58.0,GRADUATE,married,SELF EMPLOYED,98219,1882987,48.0,881.0,235366.0,Rejected,2021-03-30
APP104889,female,26.0,not graduate,Single,self-employed,189036,973802,48.0,799.0,372703.0,Approved,2020-05-15
APP104890,male,46.0,GRADUATE,Single,SALARIED,184974,2407535,60.0,437.0,482107.0,Rejected,2021-02-28
APP104891,Female,55.0,Not Graduate,Married,Self-Employed,8278,1981463,72.0,747.0,717170.0,Approved,2023-05-17
APP104892,female,79.0,not graduate,Single,SELF EMPLOYED,,1928790,,854.0,30299.0,,2023-05-30
APP104893,female,71.0,graduate,SINGLE,Salaried,81683,178966,24.0,494.0,208545.0,Approved,2024-09-30
APP104894,female,69.0,Not Graduate,married,self-employed,27584,951634,36.0,525.0,779279.0,Rejected,2022-03-17
APP104895,Male,51.0,GRADUATE,SINGLE,SELF EMPLOYED,22968,1841815,48.0,312.0,481232.0,Approved,2024-09-02
APP104896,female,54.0,not graduate,MARRIED,SALARIED,67554,2445609,12.0,601.0,729184.0,Rejected,2023-08-10
APP104897,Male,66.0,not graduate,Single,self-employed,73628,2050286,36.0,424.0,557102.0,Approved,2021-12-17
APP104898,female,59.0,Graduate,Married,SALARIED,89941,1749930,48.0,341.0,525660.0,Rejected,2024-03-21
APP104899,FEMALE,31.0,Graduate,,self-employed,123.9k,"414,591",72.0,320.0,187849.0,Rejected,2021-03-19
APP104900,Female,50.0,Graduate,MARRIED,self-employed,70549,1252853,48.0,862.0,406674.0,Approved,2024-09-20
APP104901,FEMALE,34.0,graduate,Married,Salaried,141258,2263632,12.0,856.0,345293.0,Approved,2020-07-01
APP104902,female,49.0,not graduate,MARRIED,Salaried,49556,2946336,12.0,394.0,453542.0,Approved,2019-04-19
APP104903,,85.0,not graduate,SINGLE,SALARIED,50612,306360,24.0,874.0,775902.0,Rejected,2020-02-01
APP104904,,56.0,GRADUATE,MARRIED,Self-Employed,19.1k,2197063,60.0,311.0,308954.0,Approved,2023-11-20
APP104905,male,27.0,graduate,Married,self-employed,51850,1735239,,516.0,918239.0,Rejected,2020-07-17
APP104906,FEMALE,41.0,Graduate,married,Salaried,41330,"448,500",24.0,564.0,753562.0,Rejected,2020-06-03
APP104907,male,75.0,not graduate,Single,Self-Employed,98346,2921892,60.0,756.0,126568.0,Approved,
APP104908,Female,86.0,Graduate,Married,SALARIED,190152,,12.0,869.0,817256.0,Rejected,2022-08-22
APP104909,Male,81.0,Not Graduate,SINGLE,SELF EMPLOYED,194246,982707,48.0,828.0,,Approved,2021-01-19
,Female,36.0,graduate,SINGLE,Salaried,129506,1321748,12.0,784.0,211995.0,Approved,2021-11-27
APP104911,male,25.0,Graduate,married,self-employed,22475,962615,72.0,432.0,118769.0,,2024-04-24
APP104912,FEMALE,88.0,graduate,SINGLE,Salaried,76314,1989297,24.0,324.0,733724.0,Rejected,2021-06-28
APP104913,female,57.0,not graduate,Married,self-employed,97956,359064,72.0,643.0,837437.0,Rejected,2024-05-30
APP104914,female,30.0,Not Graduate,SINGLE,Salaried,13212,133829,60.0,613.0,474825.0,Rejected,2022-10-12
APP104915,FEMALE,44.0,GRADUATE,married,SALARIED,111311,2793925,48.0,335.0,572006.0,Rejected,2018-07-03
APP104916,female,19.0,Not Graduate,married,SALARIED,97137,2238194,48.0,522.0,249060.0,Rejected,2023-08-16
APP104917,female,33.0,graduate,MARRIED,SALARIED,27381,1880068,60.0,624.0,993860.0,Approved,2024-10-15
APP104918,male,31.0,Not Graduate,MARRIED,,97714,2564313,48.0,413.0,386693.0,Approved,2021-10-03
APP104919,FEMALE,34.0,not graduate,SINGLE,SALARIED,37644,1158724,72.0,342.0,468150.0,Approved,2020-04-20
APP104920,MALE,77.0,graduate,SINGLE,self-employed,148614,190534,48.0,311.0,106358.0,Rejected,2021-11-13
APP104921,Male,87.0,graduate,SINGLE,self-employed,187004,246469,24.0,471.0,23768.0,Rejected,2023-09-16
APP104922,Male,34.0,not graduate,SINGLE,SELF EMPLOYED,132125,1029631,24.0,432.0,206145.0,Rejected,2021-05-06
APP104923,female,62.0,Graduate,MARRIED,SALARIED,165065,169629,72.0,455.0,504611.0,Approved,2024-07-24
APP104924,Male,55.0,GRADUATE,Married,Self-Employed,147428,1036437,36.0,343.0,258822.0,Approved,2023-05-21
APP104925,FEMALE,81.0,Not Graduate,Married,self-employed,57062,426591,48.0,,327642.0,Approved,2019-06-06
APP104926,FEMALE,23.0,GRADUATE,Married,self-employed,48093,2797282,12.0,857.0,913425.0,Rejected,2019-12-11
APP104927,Female,77.0,GRADUATE,MARRIED,SELF EMPLOYED,179875,1473144,36.0,348.0,,Approved,2019-10-11
APP104928,Female,66.0,not graduate,Married,self-employed,47341,2684698,60.0,635.0,96283.0,Approved,2018-12-07
APP104929,Male,38.0,Graduate,,Salaried,138635,1788299,36.0,399.0,919173.0,Approved,2019-12-21
APP104930,MALE,40.0,GRADUATE,MARRIED,,167278,2597997,60.0,766.0,191865.0,Rejected,
APP104931,Female,74.0,graduate,Single,Salaried,177024,1212180,60.0,676.0,961224.0,Approved,2023-12-12
APP104932,Female,81.0,Graduate,SINGLE,SELF EMPLOYED,152365,1397247,24.0,569.0,458101.0,Approved,2018-04-26
APP104933,FEMALE,46.0,not graduate,SINGLE,Salaried,127.3k,1435990,24.0,549.0,555169.0,Approved,2024-12-23
APP104934,MALE,44.0,GRADUATE,Single,Self-Employed,176170,164485,24.0,679.0,13603.0,Approved,2019-08-26
APP104935,female,23.0,not graduate,married,self-employed,176344,1573404,24.0,892.0,175913.0,Approved,2023-11-09
APP104936,Male,38.0,Not Graduate,Married,Self-Employed,189605,2727326,36.0,589.0,210992.0,Approved,2024-08-19
APP104937,Female,88.0,not graduate,Single,SALARIED,91855,1696659,48.0,726.0,562195.0,Rejected,2022-09-12
APP104938,MALE,58.0,graduate,Married,SELF EMPLOYED,174.4k,2006927,24.0,660.0,383366.0,Approved,2019-11-12
APP104939,MALE,22.0,not graduate,Single,SELF EMPLOYED,155263,1221128,48.0,595.0,32832.0,Approved,2024-05-02
APP104940,Male,32.0,Graduate,SINGLE,,47352,"221,377",36.0,364.0,72848.0,Approved,2023-04-11
APP104941,MALE,38.0,Not Graduate,Married,self-employed,103068,723092,36.0,,215277.0,Approved,2018-10-12
APP104942,MALE,75.0,graduate,MARRIED,SELF EMPLOYED,9380,863047,72.0,,178907.0,Approved,2019-03-05
APP104943,MALE,21.0,Not Graduate,SINGLE,self-employed,87522,1708720,36.0,742.0,388878.0,Approved,2020-06-07
APP104944,Female,86.0,graduate,SINGLE,Salaried,39288,1116835,36.0,812.0,373496.0,Rejected,2021-07-29
APP104945,Male,24.0,Not Graduate,SINGLE,Salaried,120310,2936471,72.0,750.0,88176.0,Rejected,2019-05-18
APP104946,MALE,52.0,GRADUATE,Married,Salaried,74820,569086,12.0,506.0,275622.0,Rejected,2021-12-14
APP104947,MALE,53.0,not graduate,married,SELF EMPLOYED,,2823776,60.0,333.0,286834.0,Rejected,2018-07-16
APP104948,Female,32.0,Graduate,Single,SELF EMPLOYED,145755,1063956,12.0,551.0,216172.0,Approved,2018-06-30
APP104949,Male,19.0,Graduate,Single,Self-Employed,47439,2804494,72.0,667.0,871721.0,Rejected,2018-11-22
APP104950,FEMALE,74.0,GRADUATE,MARRIED,SALARIED,146502,1518602,12.0,397.0,32679.0,Approved,2023-06-17
APP104951,Female,22.0,Not Graduate,married,self-employed,120548,1986583,60.0,649.0,389632.0,Approved,2022-11-17
APP104952,Male,88.0,not graduate,SINGLE,SELF EMPLOYED,49616,932625 rs,36.0,631.0,852039.0,Rejected,2019-03-25
APP104953,MALE,49.0,GRADUATE,Single,Self-Employed,21054,1725008,24.0,680.0,113856.0,Rejected,2018-08-17
APP104954,Male,,Not Graduate,Married,SALARIED,120746,196009,72.0,791.0,282500.0,Rejected,2020-04-27
APP104955,Male,58.0,not graduate,SINGLE,Salaried,124977,,60.0,721.0,103012.0,Rejected,2020-08-29
APP104956,female,59.0,Not Graduate,SINGLE,self-employed,186586,2834726,72.0,540.0,56157.0,Rejected,2020-08-24
APP104957,Male,82.0,Graduate,,SELF EMPLOYED,162516,597992,36.0,405.0,107524.0,Approved,2020-06-22
APP104958,FEMALE,57.0,not graduate,married,Self-Employed,175.0k,2669416,24.0,822.0,83656.0,Rejected,2023-09-16
APP104959,Male,55.0,Graduate,Single,Salaried,39024,1376670,72.0,881.0,109715.0,Rejected,2024-12-24
APP104960,FEMALE,59.0,Graduate,Single,SALARIED,176551,1569331,60.0,637.0,563402.0,Approved,2019-03-16
APP104961,MALE,54.0,not graduate,SINGLE,Self-Employed,94867,1112666,48.0,461.0,359270.0,Rejected,2020-08-31
APP104962,FEMALE,73.0,GRADUATE,MARRIED,SALARIED,19497,54220,72.0,,664246.0,Rejected,2020-06-19
APP104963,MALE,88.0,Not Graduate,SINGLE,SELF EMPLOYED,123647,244675,12.0,583.0,143483.0,Approved,2019-01-06
APP104964,MALE,72.0,not graduate,Married,Self-Employed,185183,1508295,24.0,570.0,567.0,Approved,2021-02-28
APP104965,FEMALE,71.0,Graduate,MARRIED,self-employed,27965,1417896,72.0,523.0,241865.0,Rejected,2024-01-09
APP104966,Female,39.0,Not Graduate,Single,Salaried,105900,2413799,24.0,508.0,818251.0,Approved,2022-12-15
APP104967,male,44.0,not graduate,MARRIED,Self-Employed,107380,1470696,60.0,,194391.0,Approved,2023-10-05
APP104968,Male,64.0,GRADUATE,MARRIED,SELF EMPLOYED,111461,397278,72.0,804.0,237691.0,Rejected,2021-07-23
APP104969,female,55.0,not graduate,Single,SELF EMPLOYED,129621,2306819,72.0,780.0,141084.0,Approved,2018-07-20
APP104970,male,56.0,not graduate,Married,SALARIED,134350,587293,,765.0,43102.0,Approved,2021-01-21
APP104971,Male,32.0,,Married,SALARIED,134691,1293736,60.0,734.0,59509.0,Approved,2021-03-03
APP104972,Male,83.0,Not Graduate,married,self-employed,197233,238292,60.0,625.0,579603.0,Approved,2023-07-19
APP104973,MALE,78.0,not graduate,married,SELF EMPLOYED,"165,147",2454728,24.0,426.0,555460.0,Approved,2018-05-03
APP104974,Male,77.0,Graduate,Married,SELF EMPLOYED,135295,1789616,48.0,312.0,714353.0,Rejected,2024-07-02
APP104975,female,25.0,Graduate,Married,SELF EMPLOYED,23328,2799566,24.0,722.0,581813.0,Rejected,2022-06-23
APP104976,Male,61.0,graduate,married,Salaried,180437,2049796,60.0,361.0,627363.0,Rejected,2024-05-08
APP104977,FEMALE,60.0,Graduate,married,Salaried,199323,2635248,72.0,496.0,951568.0,Rejected,2024-05-04
APP104978,male,23.0,not graduate,Married,SELF EMPLOYED,145295,872794,24.0,688.0,106501.0,Rejected,2023-09-10
APP104979,FEMALE,44.0,Not Graduate,,,118257,1714473,48.0,837.0,236405.0,Rejected,2021-07-22
APP104980,female,62.0,graduate,Married,SELF EMPLOYED,18546,1310192,12.0,775.0,9269.0,Rejected,2020-05-21
APP104981,Male,40.0,graduate,Single,SALARIED,149.2k,2587208,24.0,731.0,518370.0,Approved,2021-11-28
APP104982,female,30.0,GRADUATE,Single,SALARIED,171.7k,2907449,48.0,897.0,840719.0,Rejected,2018-02-02
APP104983,MALE,85.0,GRADUATE,Single,Salaried,54810,2076060,60.0,421.0,186998.0,Approved,2024-05-16
APP104984,FEMALE,81.0,Not Graduate,married,SALARIED,89286,759853,60.0,676.0,458127.0,Approved,2024-01-15
APP104985,FEMALE,42.0,Not Graduate,,SALARIED,197607,925880,72.0,615.0,115325.0,Rejected,2020-08-05
APP104986,Female,69.0,graduate,Married,self-employed,80362,1138992,12.0,778.0,541385.0,Rejected,2024-09-26
APP104987,Male,65.0,not graduate,MARRIED,self-employed,22497,210521 rs,72.0,547.0,169483.0,Rejected,2018-01-22
APP104988,MALE,78.0,not graduate,MARRIED,SELF EMPLOYED,130470,1118293,12.0,421.0,631426.0,Rejected,2019-04-20
APP104989,FEMALE,34.0,GRADUATE,Married,Self-Employed,59351,107949,48.0,329.0,253134.0,Approved,2020-10-28
APP104990,FEMALE,57.0,Not Graduate,Single,Self-Employed,156697,2490544,60.0,601.0,822409.0,Rejected,
APP104991,MALE,86.0,Not Graduate,married,self-employed,139797,2269639,36.0,590.0,,Approved,
APP104992,female,43.0,not graduate,,SELF EMPLOYED,57.3k,1670223,72.0,,252492.0,Approved,2023-08-13
APP104993,female,73.0,GRADUATE,Single,self-employed,150419,1015012,12.0,483.0,419846.0,Rejected,2020-02-27
APP104994,Male,57.0,not graduate,Married,SALARIED,172068,2309583,72.0,481.0,638264.0,Rejected,2019-12-24
APP104995,Female,85.0,not graduate,MARRIED,SELF EMPLOYED,163906,2902038,60.0,714.0,423311.0,Approved,2021-05-31
APP104996,FEMALE,25.0,graduate,married,SELF EMPLOYED,125692,860345,72.0,575.0,588630.0,Rejected,2024-07-11
APP104997,Female,,Not Graduate,Single,Self-Employed,31267,957081,72.0,583.0,662626.0,Approved,2021-01-09
APP104998,female,62.0,graduate,married,Self-Employed,98226,714497,36.0,791.0,422281.0,Approved,2019-08-21
APP104999,female,34.0,graduate,Single,Self-Employed,34371,157526,60.0,573.0,431541.0,Approved,2023-03-31
APP105000,,58.0,not graduate,married,Salaried,155397,"2,905,880",48.0,611.0,360269.0,Rejected,2024-09-19
APP105001,Male,26.0,GRADUATE,MARRIED,SALARIED,88817,2714581,60.0,603.0,470958.0,Approved,
APP105002,male,87.0,not graduate,married,SALARIED,33547,1193043,24.0,344.0,6003.0,Approved,2023-04-05
APP105003,male,41.0,GRADUATE,Married,SALARIED,77207,,36.0,879.0,99095.0,Rejected,2020-04-28
APP105004,male,150.0,Not Graduate,SINGLE,SALARIED,32274,2114241,72.0,770.0,,Approved,2022-04-27
APP105005,Male,28.0,Graduate,Single,SALARIED,"15,747",572457,36.0,835.0,160625.0,Rejected,2018-11-19
APP105006,Male,52.0,Not Graduate,SINGLE,SALARIED,146435,2174876,72.0,510.0,364261.0,Approved,2024-04-25
APP105007,MALE,46.0,not graduate,MARRIED,Salaried,117395,1118116 rs,60.0,892.0,820221.0,Rejected,2023-11-20
APP105008,Female,25.0,GRADUATE,MARRIED,SELF EMPLOYED,196855,2273683,60.0,878.0,89963.0,Rejected,2023-10-06
APP105009,Female,34.0,Graduate,SINGLE,Self-Employed,96130,808215,72.0,445.0,595948.0,Rejected,2019-02-15
APP105010,MALE,88.0,GRADUATE,MARRIED,Self-Employed,99739,206616,36.0,476.0,303583.0,Rejected,2024-11-16
APP105011,MALE,29.0,GRADUATE,MARRIED,Self-Employed,152437,431499,60.0,563.0,605879.0,Rejected,2021-06-17
APP105012,female,67.0,Graduate,Single,SALARIED,160988,1047100,36.0,645.0,905945.0,Rejected,2021-03-02
APP105013,male,41.0,Graduate,Single,Self-Employed,179345,112285,72.0,309.0,208399.0,Approved,2023-02-04
APP105014,MALE,54.0,Not Graduate,Single,Salaried,174846,1619480,36.0,309.0,903889.0,Approved,2021-07-19
APP105015,FEMALE,28.0,graduate,Married,SALARIED,195595,1775023,48.0,441.0,435151.0,Approved,2018-01-08
APP105016,Female,76.0,Graduate,Married,SALARIED,196.3k,89451,36.0,623.0,309552.0,Rejected,2020-03-30
APP105017,MALE,72.0,graduate,Married,Salaried,170124,2880159 rs,60.0,667.0,248418.0,Approved,
APP105018,FEMALE,44.0,graduate,Married,SELF EMPLOYED,75684,1034779,60.0,685.0,805546.0,Rejected,2021-03-24
APP105019,FEMALE,84.0,graduate,SINGLE,Salaried,116733,839791,60.0,423.0,922471.0,,2019-03-01
APP105020,FEMALE,77.0,graduate,Single,Salaried,130400,2908350,60.0,315.0,564051.0,Rejected,2022-11-19
APP105021,female,19.0,Graduate,MARRIED,Salaried,99969,"2,084,355",36.0,535.0,122471.0,Rejected,2018-04-23
APP105022,female,,GRADUATE,married,SELF EMPLOYED,57949,815045,72.0,530.0,796509.0,Rejected,2020-02-25
APP105023,FEMALE,35.0,Graduate,Married,Self-Employed,129117,1622873,36.0,649.0,317706.0,Approved,2024-12-25
APP105024,female,37.0,Graduate,MARRIED,Salaried,171859,1664321,24.0,693.0,745390.0,Approved,2021-11-09
APP105025,male,80.0,,Single,SALARIED,129305,54266,24.0,603.0,,Approved,2024-10-24
APP105026,FEMALE,89.0,not graduate,SINGLE,Self-Employed,146546,1412999,12.0,367.0,859062.0,Rejected,2024-04-03
APP105027,male,19.0,Not Graduate,MARRIED,Self-Employed,148129,,24.0,771.0,,Rejected,2024-02-10
APP105028,male,59.0,graduate,married,self-employed,180853,590636,60.0,810.0,246511.0,Rejected,2022-03-26
APP105029,FEMALE,45.0,graduate,MARRIED,Salaried,18864,"1,907,913",12.0,748.0,181478.0,Rejected,2020-01-31
APP105030,Female,46.0,not graduate,Single,Self-Employed,175127,284136,24.0,712.0,704694.0,Rejected,2023-02-23
APP105031,FEMALE,86.0,GRADUATE,MARRIED,SALARIED,135225,1801614,60.0,481.0,719878.0,Approved,2019-01-20
APP105032,FEMALE,45.0,Not Graduate,SINGLE,SELF EMPLOYED,25901,942570,12.0,388.0,745195.0,Approved,2018-02-14
APP105033,female,77.0,GRADUATE,Single,SELF EMPLOYED,43570,2597116,24.0,653.0,66300.0,Rejected,2019-04-30
APP105034,FEMALE,22.0,not graduate,Married,Self-Employed,34852,139429,60.0,529.0,248908.0,Rejected,2022-05-27
APP105035,Female,32.0,GRADUATE,Single,SELF EMPLOYED,19059,480560,48.0,518.0,141415.0,Approved,2023-08-31
APP105036,female,150.0,graduate,MARRIED,self-employed,,713111,48.0,675.0,658421.0,Approved,2024-03-14
APP105037,Male,49.0,not graduate,married,SELF EMPLOYED,186146,2584022,36.0,897.0,472289.0,Rejected,2022-09-23
APP105038,Male,69.0,GRADUATE,Single,SELF EMPLOYED,134170,2761872,36.0,862.0,572156.0,Rejected,2020-11-09
APP105039,male,54.0,Not Graduate,Single,SELF EMPLOYED,83951,1286209,12.0,,909899.0,,2023-11-08
APP105040,male,32.0,Not Graduate,Single,SALARIED,137921,846772,60.0,691.0,681838.0,Approved,2020-03-18
APP105041,Female,58.0,Graduate,Single,self-employed,147400,"2,571,015",36.0,518.0,941567.0,Rejected,2019-05-07
APP105042,MALE,21.0,not graduate,MARRIED,self-employed,100374,2268731,72.0,746.0,196768.0,Approved,2019-03-28
APP105043,Male,,not graduate,Married,SELF EMPLOYED,137495,1591869,24.0,446.0,45798.0,Rejected,2021-02-27
APP105044,male,44.0,not graduate,married,Self-Employed,46413,1145810,72.0,426.0,263406.0,Approved,2023-11-15
APP105045,Male,38.0,graduate,Single,SALARIED,114132,1015467,12.0,811.0,696648.0,Approved,2018-02-21
APP105046,Female,77.0,graduate,,Self-Employed,167092,770882,36.0,555.0,311981.0,Approved,2022-05-05
APP105047,Female,81.0,not graduate,MARRIED,Salaried,95035,1866393,60.0,659.0,669061.0,Rejected,2020-08-06
APP105048,MALE,88.0,GRADUATE,Married,SALARIED,36029,1151141,72.0,673.0,698258.0,Approved,2021-09-22
